propertyid,location,type,address,bedroom,bathroom,area ( Sq. Yd.),purpose,price,description,mobile,image-src
44806931,"DHA Phase 8, DHA Defence, Karachi, Sindh",Lower Portion,"DHA Defence, Karachi, Sindh",3,4,500,For Rent,160000,"Bungalow Ground Portion For Rent 
DHA Phase 8
500 Yard

Prime Location

3 Bedrooms with Attached Bath Drawing Room and
Dinning Area TV Lounge Kitchen Store

1 Car parking

Separate Gas & Electric Meter Separate
Huge terrace and lounge

Renovated Bungalow 
Very Well Maintained 
Neat and Clean

Tile Flooring 
Ventilated Bungalow

READY TO MOVE

Demand: 160,000 /-
One Lac Sixty Thousand 
Price Negotiable

More Options also Available in DHA and CLIFTON Feel Free To Call or WhatsApp",3310300740,https://media.zameen.com/thumbnails/213763119-800x600.jpeg
44807085,"Nishat Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,2,106,For Rent,55000,"Apartment For Rent
2bedrooms with attached bath drawing dining
1st floor bungalow facing",3102440693,https://media.zameen.com/thumbnails/213764142-800x600.jpeg
44807639,"Civil Lines, Karachi, Sindh",Flat,"Civil Lines, Karachi, Sindh",4,5,289,For Rent,160000,4 Luxuriou's Bedroom's With Attached Bath Drawing lounge kitchen store Room Powder Room Washing Area Lift Standby Generator Ready to Move Condition West Open size 2600sqft,3012724138,https://media.zameen.com/thumbnails/213769721-800x600.jpeg
44811807,"Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",House,"Bahria Town Karachi, Karachi, Sindh",5,5,500,For Rent,120000,"Know that this House right here is only a click away, so we recommend that you make haste to claim it. Rental property like this are hard to find these days, so take this offer before someone else does. This 500 Square Yards sized property best fits the description you plugged in. For a price of PKR , you can expect lucrative returns in future for the property in question. If you want property in Bahria Paradise, this is the listing you mustn't miss. Looking to get the best real estate value in Karachi? Let us help you. 

The salient features of this property are given below. 
Your kids can play to their heart's content in the play area adjoining the property. 
There is a community lawn at a walking distance from the House. 
You can make arrangements for your next get together with your friends and family in the spacious lawn. 
The House is located close to a mosque and you can hear the call for prayer. 
Differently-abled people will find this House easy to navigate, as it is developed to incorporate their needs. 
Now you can throw barbeque parties with ease with a dedicated barbeque area that comes with the House. 
A Jacuzzi adds a whole new level of luxury to this residence. 


If you want more information, please contact us.",3002809297,https://media.zameen.com/thumbnails/213805112-800x600.jpeg
44811808,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",Flat,"Bahria Town Karachi, Karachi, Sindh",3,3,250,For Rent,48000,"The Flat has an interior that pays attention to the finer details. Time to move house again? Worry not. We have the best renal property options for you in your choice of location. Don't miss out the chance of acquiring one of these 2250 Square Feet sized property. Your dream property is available for a reasonable , so book it now! Bahria Apartments is trending in top searches for a home location, so make a move today to benefit. The Karachi is perfect for living and you can find the best properties due to a booming real estate sector. 

Property features are mentioned below. 
Differently-abled people will find this Flat easy to navigate, as it is developed to incorporate their needs. 
You can relax whenever you want with access to the Jacuzzi. 
The Flat has several mosques nearby that you can reach at a short walk. 
A private dining room is also included in the property to allow you to have your meals in peace and harmony. 
The Flat is located near the community garden where you can relax with your evening tea and snacks. 
Active security staff is on duty 24/7 to keep residents safe and secure. 
The open space outside the Flat can be utilized as the kids play area. 


You can get all property-related info by contacting us via our web form.",3002809297,https://media.zameen.com/thumbnails/213805120-800x600.jpeg
44811809,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",House,"Bahria Town Karachi, Karachi, Sindh",3,3,200,For Rent,60000,"Get yourself a House that suits your needs perfectly. Looking to rent a place? Well, we've got the right place just for you. Purchasing this 200 Square Yards House is a decision you will not regret. For a price of PKR , you can expect lucrative returns in future for the property in question. This listing from Bahria Town - Quaid Villas is perfect for you and your family. For a luxurious lifestyle, you can check out properties in Karachi. 

You can read the property features below. 
You can easily host a 3-course dinner party in this large dining room that comes with this House. 
Protection is a top priority and for that reason, you'll find expert security services on patrol at all times. 
A short sauna session every day can improve your overall health and mood. 
You can run your business conveniently with high-speed broadband internet access that comes with this commercial centre. 
The House has a Jamiah mosque at a convenient walking distance from it. 
Your kids can play to their heart's content in the play area adjoining the property. 
Kids can swim to their hearts desire at the community pool. 


You can get rest of the details by calling us.",3002809297,https://media.zameen.com/thumbnails/213805132-800x600.jpeg
44811849,"DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",0,2,50,For Rent,50000,"Fully furnished studio apartment for rent vip fully maintained building 24/7 chokidar sweet water 24/7 best for job person family  internet facilities vip building environment
This rent is including maintenance water",3212236754,https://media.zameen.com/thumbnails/213805793-800x600.jpeg
44820970,"Clifton - Block 2, Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",3,3,178,For Rent,65000,"This property is in one of the most prime locations of karachi, in Clifton block 2, having all the facilities including lifts, car parking CCTV, security and sweet water.",3052183433,https://media.zameen.com/thumbnails/213888860-800x600.jpeg
44824291,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,"Cantt, Karachi, Sindh",3,3,289,For Rent,90000,"for rent
apartment at Askari 5 malir cantt Karachi

1st floor

3 bed rooms. drawing dining room. TV lounge kitchen and servant room

car parking

east open

new building",,https://media.zameen.com/thumbnails/213909599-800x600.jpeg
44825043,"Bufferzone - Sector 15-A/4, Buffer Zone, North Karachi, Karachi, Sindh",Upper Portion,"North Karachi, Karachi, Sindh",2,3,120,For Rent,32000,FIRST FLOOR 2BED DD 3 WASHROOMS WEST. OPEN fully MARBEL TILES WASHROOMS READY TO SHIFTING,3333961285,https://media.zameen.com/thumbnails/213916731-800x600.jpeg
44825149,"Bufferzone - Sector 15-A/4, Buffer Zone, North Karachi, Karachi, Sindh",Upper Portion,"North Karachi, Karachi, Sindh",2,2,80,For Rent,22000,SECOND FLOOR 2BED 2ATTACHED WASHROOMS KITCHEN RCC FULLY MARBEL FLOOR TILES WASHROOMS READY TO SHIFTING,3333961285,https://media.zameen.com/thumbnails/213917729-800x600.jpeg
44828323,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",6,6,500,For Rent,400000,"HR Properties Pleased To Offer 500 Square Yards With Two Unit Bungalow Like Brand New For Rent In DHA Phase 8. 

HR Properties

Features:
1-Proper 2 Unit 
2-Planning 3 Plus 3 
3-6 Bedrooms With Attached Bath
4-Drawing
5-Dining 
6-Tv Lounge
7-Kitchen
8-Tile Flooring
9-Servant Quarter
10-Full Basement
11-Guard Room
12-2 Car Parking
13-Big Garden
14- Reasonable Demand 4 Lac
15- Double Cross Window Elevations

Further More Details:",3363016802,https://media.zameen.com/thumbnails/213949040-800x600.jpeg
44830912,"Gulistan-e-Jauhar, Karachi, Sindh",Flat,"Gulistan-e-Jauhar, Karachi, Sindh",2,2,106,For Rent,28000,"RUFI GREEN CITY BLOCK 18 PERFUME CHOWK GULISTAN E JAUHAR
2BED DRAWING DINING AVAILABLE FOR RENT
2ND FLOOR
LIFT AVAILABLE
BOUNDARY WALL PROJECT
NEAT AND CLEAN SECURE ENVIRONMENT
VISIT POSSIBLE ANY TIME
FOR FURTHER INFORMATION PLEASE CONTACT
ABDUL AHAD MANIAR
ZEMAX PROPERTY CONSULTANT
View Contact Detail",923000000000,https://media.zameen.com/thumbnails/213972459-800x600.jpeg
44832826,"Civil Lines, Karachi, Sindh",Flat,"Civil Lines, Karachi, Sindh",3,3,200,For Rent,110000,this flat is purelywest open it has 3beddrawing dining lift car parking standby generator gym alloted parking community hall walkng track,3333004902,https://media.zameen.com/thumbnails/213992369-800x600.jpeg
44833397,"Navy Housing Scheme Zamzama, Zamzama, Karachi, Sindh",Upper Portion,"Zamzama, Karachi, Sindh",3,4,500,For Rent,265000,"Furnished / unfurnished portion for rent in Navy Housing Scheme, Zamzama

- 500sq yd house 
- 1st floor available for rent
- Independent portion with separate entrance,   
  driveway, separate gas and electricity meters and   
  separate water tanks
- 3 bedroom with attached bathroom 
- 1 store room
- Roof access 
- Spacious living room and drawing room 
- Regularly maintained

Please message for further details 

Thanks",3218286509,https://media.zameen.com/thumbnails/213998690-800x600.jpeg
44833529,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",5,5,500,For Rent,500000,"Defence VI 500 Yards semi-Furnished Architect Designed Bungalow 2 Plus 3 Bedrooms with Basement  Drawing Dining Lounge Big car Parking Lush Green Lawn. 
Contact for Further Details",3440029900,https://media.zameen.com/thumbnails/213999743-800x600.jpeg
44833594,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",House,"Bahria Town Karachi, Karachi, Sindh",3,3,125,For Rent,30000,"125 Sq Yards 3 Bedrooms Modern Style Luxurious Ali Block Villa On Rent Is Available In Bahria Town Karachi

Ali Block Villa Is One Of The Best And Luxurious Villa Located On A Prime Location Of Bahria Town At Very Reasonable Price

Ali Block Villa Has Three Bedrooms With Attached Bathrooms Which Is Designed With The Setting Of Tv Loung Drawing Modern Style Kitchen Car Parking 
a
Ali Block Villa Is An Elegant Addition To The Landscape Of Bahria Town Karachi Designed With The Finest Materials And Imported Fixtures These Homes Reflect True Comfort And Practicality, Comfortable And Spacious Bedrooms, Stunning Ceramics And Designer Kitchen Cabinetry Combine To Create The Exceptional Attributes Of These Beautiful 125 Sq. Yards Villa. 
Price Of Ali Block Villa Is Very Reasonable And Negotiable

You Can Contact Us By E Mail Call Or Whatsapp",3011667796,https://media.zameen.com/thumbnails/214000605-800x600.jpeg
44834439,"DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,2,50,For Rent,27000,Vvip Beautifully Unfurnished & 2Bedroom Attached Washroom Lounge Kitchen  Studio Apartments 450 Sqft Covered Area Tile Flooring West Open Neat & Clean just Like New Fully Family Building Safe Secure & Peacfull Environment Near To Shopping Gallery Main Road Masque gym Restaurant Fuels Station Hospital Many More Other Facilities Near By,3458316812,https://media.zameen.com/thumbnails/214009791-800x600.jpeg
44834828,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",House,"Bahria Town Karachi, Karachi, Sindh",3,4,200,For Rent,30000,"If You Want to Live in An Environment Which is Absolutely Secured and Peaceful Then it is The Right Time and The Right Place to Grab this Property . Grab this Auspicious Opportunity to Execute Your Dream into Reality . 
Reasonable Price 
Please Feel free to Call Us If You Need Further Details About it. We Request that only Serious Individuals Contact Us to Make An Immediate Deal and Please Do Not Forget Mention Zameen. com When Calling .",3237318765,https://media.zameen.com/thumbnails/214012279-800x600.jpeg
44835064,"Saima Elite Villas, Malir, Karachi, Sindh",House,"Malir, Karachi, Sindh",3,3,120,For Rent,50000,"Saima Elite Villas 
1 Unit 
3 Bed DD
Sweet Water 24/7
Electricity 24/7
Gas 24/7
Family project
Boundary wall
Security guards 24/7
For further details contact on given numbers Thankyou!",3087668608,https://media.zameen.com/thumbnails/214013122-800x600.jpeg
44835073,"Clifton - Block 2, Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",3,3,200,For Rent,65000,"APARTMENT FOR RENT
3 Bed Drawing Dining
Fully Renovated
Road Facing
24 Hours Sweet Water. 
24 Hours security. 
Well Maintain. 
Tiled Flooring
American Kitchen. 
Ideal Location. 
24 Hours security
Reasonable Demand
Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal. . . 
Contact: Call & WhatsApp:
Muhammad Hassan",3012643798,https://media.zameen.com/thumbnails/214013146-800x600.jpeg
44835137,"Clifton - Block 2, Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",3,3,200,For Rent,70000,"APARTMENT FOR RENT
03 Bed Drawing Dining
Fully Renovated
Road Facing
24 Hours Sweet Water. 
24 Hours security. 
Well Maintain. 
Tiled Flooring
American Kitchen. 
Ideal Location. 
24 Hours security
Reasonable Demand
Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal. . . 
Contact: Call & Whatsapp:
Muhammad Hassan",3012643798,https://media.zameen.com/thumbnails/214013527-800x600.jpeg
44835241,"DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",6,6,1000,For Rent,250000,"1000yrds banglow for rent in DHA phase 2 EXT 
2+4 bedrooms with attached bathrooms built in cupboards & attached study place, drawing, dining, 2 lounges, 2 kitchens, marble + tile + wooden flooring, lush green garden, 3 side corner house, 2 main gates 7,8 car parking, 24/7 line water, store room, guard room, servant washroom, servant room, big terrace, most prime & posh location, fully newly renovated, 
OLD PICTURES ATTACHED 
our firm will charge 1 month rent COMMISSION !!!",3342236447,https://media.zameen.com/thumbnails/214014484-800x600.jpeg
